Subject,Description,Service,Impact,Status
User session timeout issue on mobile app version EXT-3111,Batch imported ticket for User session timeout issue on mobile app version EXT-3111. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-3111. User IP: 83.82.148.66,application,Medium,open
EFS mount failure on instance EXT-6197,Batch imported ticket for EFS mount failure on instance EXT-6197. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6197. User IP: 107.5.117.157,storage,Low,in_progress
User session timeout issue on mobile app version EXT-9160,Batch imported ticket for User session timeout issue on mobile app version EXT-9160. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-9160. User IP: 84.110.118.14,application,Critical,in_progress
VPN tunnel EXT-6581 status changed to Down,Batch imported ticket for VPN tunnel EXT-6581 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6581. User IP: 226.211.161.121,network,Medium,open
Database backup failure for instance EXT-9030 on S3,Batch imported ticket for Database backup failure for instance EXT-9030 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-9030. User IP: 204.137.88.120,database,Critical,in_progress
VPC Peering connection EXT-7650 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-7650 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-7650. User IP: 34.234.59.179,infrastructure,Medium,in_progress
Server cluster EXT-6289 high CPU usage warning,Batch imported ticket for Server cluster EXT-6289 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-6289. User IP: 30.241.99.27,infrastructure,Critical,in_progress
Role-based access change request for team EXT-2499,Batch imported ticket for Role-based access change request for team EXT-2499. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-2499. User IP: 7.116.103.35,access,Medium,resolved
Unusual login activity detected for account EXT-8656,Batch imported ticket for Unusual login activity detected for account EXT-8656. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-8656. User IP: 28.149.69.201,security,Medium,open
DNS resolution failure for internal host EXT-2314,Batch imported ticket for DNS resolution failure for internal host EXT-2314. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-2314. User IP: 186.129.110.25,network,Critical,open
DNS resolution failure for internal host EXT-5572,Batch imported ticket for DNS resolution failure for internal host EXT-5572. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-5572. User IP: 138.78.31.79,network,High,resolved
API Latency increased for /v1/products/list - EXT-8847,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8847. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8847. User IP: 7.228.227.59,application,Medium,resolved
Disk space low (95%) on shared drive EXT-8841,Batch imported ticket for Disk space low (95%) on shared drive EXT-8841. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8841. User IP: 51.16.47.120,storage,Low,resolved
EFS mount failure on instance EXT-5480,Batch imported ticket for EFS mount failure on instance EXT-5480. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-5480. User IP: 132.80.63.134,storage,Low,open
VPC Peering connection EXT-9823 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-9823 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-9823. User IP: 121.202.180.54,infrastructure,High,open
User session timeout issue on mobile app version EXT-3831,Batch imported ticket for User session timeout issue on mobile app version EXT-3831. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-3831. User IP: 126.235.206.239,application,Low,in_progress
Postgres slow query optimization needed for EXT-7673,Batch imported ticket for Postgres slow query optimization needed for EXT-7673. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-7673. User IP: 233.212.246.67,database,Critical,in_progress
Unusual login activity detected for account EXT-3650,Batch imported ticket for Unusual login activity detected for account EXT-3650. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-3650. User IP: 231.225.239.152,security,Low,open
Unusual login activity detected for account EXT-3821,Batch imported ticket for Unusual login activity detected for account EXT-3821. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-3821. User IP: 167.197.188.161,security,Medium,in_progress
Connection pool exhaustion on microservice EXT-4490,Batch imported ticket for Connection pool exhaustion on microservice EXT-4490. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-4490. User IP: 242.37.254.79,database,Critical,in_progress
S3 bucket EXT-9246 access denied for service role,Batch imported ticket for S3 bucket EXT-9246 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-9246. User IP: 81.62.191.43,storage,Low,in_progress
Password reset requested for executive account EXT-9915,Batch imported ticket for Password reset requested for executive account EXT-9915. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-9915. User IP: 29.34.97.48,access,Low,in_progress
Unauthorized S3 bucket policy modification on EXT-9843,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-9843. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-9843. User IP: 156.128.72.239,security,Critical,in_progress
Connection pool exhaustion on microservice EXT-5712,Batch imported ticket for Connection pool exhaustion on microservice EXT-5712. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-5712. User IP: 99.16.62.193,database,Critical,resolved
Database backup failure for instance EXT-3625 on S3,Batch imported ticket for Database backup failure for instance EXT-3625 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-3625. User IP: 31.215.221.94,database,High,open
Postgres slow query optimization needed for EXT-1904,Batch imported ticket for Postgres slow query optimization needed for EXT-1904. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-1904. User IP: 17.147.36.206,database,Medium,open
Load Balancer EXT-6135 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-6135 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-6135. User IP: 182.225.94.53,infrastructure,Medium,in_progress
Load Balancer EXT-9520 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-9520 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-9520. User IP: 49.72.198.163,infrastructure,High,resolved
Load Balancer EXT-6426 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-6426 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-6426. User IP: 50.165.19.12,infrastructure,Medium,in_progress
Role-based access change request for team EXT-3537,Batch imported ticket for Role-based access change request for team EXT-3537. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-3537. User IP: 168.115.252.64,access,Low,in_progress
S3 bucket EXT-4681 access denied for service role,Batch imported ticket for S3 bucket EXT-4681 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4681. User IP: 23.28.246.114,storage,Critical,in_progress
VPN tunnel EXT-2699 status changed to Down,Batch imported ticket for VPN tunnel EXT-2699 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-2699. User IP: 164.173.246.220,network,Medium,in_progress
S3 bucket EXT-9319 access denied for service role,Batch imported ticket for S3 bucket EXT-9319 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-9319. User IP: 212.154.213.149,storage,Low,in_progress
Password reset requested for executive account EXT-8692,Batch imported ticket for Password reset requested for executive account EXT-8692. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8692. User IP: 245.104.212.42,access,Low,in_progress
Database backup failure for instance EXT-5421 on S3,Batch imported ticket for Database backup failure for instance EXT-5421 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-5421. User IP: 75.156.203.148,database,High,in_progress
S3 bucket EXT-2503 access denied for service role,Batch imported ticket for S3 bucket EXT-2503 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-2503. User IP: 141.243.81.39,storage,Low,in_progress
Unauthorized S3 bucket policy modification on EXT-6765,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-6765. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-6765. User IP: 229.142.155.152,security,Critical,in_progress
DNS resolution failure for internal host EXT-6106,Batch imported ticket for DNS resolution failure for internal host EXT-6106. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6106. User IP: 190.236.28.47,network,High,open
S3 bucket EXT-5599 access denied for service role,Batch imported ticket for S3 bucket EXT-5599 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-5599. User IP: 68.200.191.52,storage,Medium,in_progress
Role-based access change request for team EXT-1148,Batch imported ticket for Role-based access change request for team EXT-1148. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-1148. User IP: 158.32.199.83,access,High,resolved
API Latency increased for /v1/products/list - EXT-1933,Batch imported ticket for API Latency increased for /v1/products/list - EXT-1933. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-1933. User IP: 15.236.71.198,application,Medium,open
EFS mount failure on instance EXT-9982,Batch imported ticket for EFS mount failure on instance EXT-9982. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-9982. User IP: 252.40.161.234,storage,Low,in_progress
Load Balancer EXT-1149 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-1149 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-1149. User IP: 199.46.22.168,infrastructure,Low,in_progress
Database backup failure for instance EXT-4658 on S3,Batch imported ticket for Database backup failure for instance EXT-4658 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-4658. User IP: 213.144.207.172,database,Low,in_progress
EFS mount failure on instance EXT-4634,Batch imported ticket for EFS mount failure on instance EXT-4634. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4634. User IP: 146.144.246.188,storage,High,in_progress
Password reset requested for executive account EXT-1622,Batch imported ticket for Password reset requested for executive account EXT-1622. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-1622. User IP: 56.151.109.138,access,Low,resolved
Unauthorized S3 bucket policy modification on EXT-6958,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-6958. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-6958. User IP: 28.90.234.190,security,Low,in_progress
API Latency increased for /v1/products/list - EXT-8525,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8525. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8525. User IP: 199.247.103.154,application,Medium,resolved
DNS resolution failure for internal host EXT-4110,Batch imported ticket for DNS resolution failure for internal host EXT-4110. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-4110. User IP: 183.186.45.111,network,Low,open
Server cluster EXT-9209 high CPU usage warning,Batch imported ticket for Server cluster EXT-9209 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-9209. User IP: 254.18.222.19,infrastructure,Critical,open
VPN tunnel EXT-3097 status changed to Down,Batch imported ticket for VPN tunnel EXT-3097 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-3097. User IP: 98.192.22.122,network,Critical,resolved
Database backup failure for instance EXT-4491 on S3,Batch imported ticket for Database backup failure for instance EXT-4491 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-4491. User IP: 153.11.224.118,database,Low,open
Database backup failure for instance EXT-5262 on S3,Batch imported ticket for Database backup failure for instance EXT-5262 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-5262. User IP: 177.38.184.238,database,Low,open
Server cluster EXT-1118 high CPU usage warning,Batch imported ticket for Server cluster EXT-1118 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-1118. User IP: 39.82.41.132,infrastructure,Low,resolved
Unauthorized S3 bucket policy modification on EXT-1866,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-1866. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-1866. User IP: 32.203.64.216,security,Low,open
Unusual login activity detected for account EXT-7271,Batch imported ticket for Unusual login activity detected for account EXT-7271. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-7271. User IP: 223.237.106.54,security,High,in_progress
Unauthorized S3 bucket policy modification on EXT-2919,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-2919. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-2919. User IP: 170.165.103.65,security,Medium,in_progress
User session timeout issue on mobile app version EXT-9690,Batch imported ticket for User session timeout issue on mobile app version EXT-9690. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-9690. User IP: 26.240.232.116,application,Critical,open
Credential stuffing attempt blocked on IP range EXT-5485.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-5485.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-5485. User IP: 43.113.109.163,security,Low,resolved
User session timeout issue on mobile app version EXT-6436,Batch imported ticket for User session timeout issue on mobile app version EXT-6436. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-6436. User IP: 146.90.144.89,application,Low,resolved
S3 bucket EXT-5483 access denied for service role,Batch imported ticket for S3 bucket EXT-5483 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-5483. User IP: 182.24.148.255,storage,High,open
User session timeout issue on mobile app version EXT-2333,Batch imported ticket for User session timeout issue on mobile app version EXT-2333. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2333. User IP: 98.100.241.185,application,Medium,resolved
EFS mount failure on instance EXT-8419,Batch imported ticket for EFS mount failure on instance EXT-8419. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8419. User IP: 189.163.240.160,storage,High,resolved
User session timeout issue on mobile app version EXT-7164,Batch imported ticket for User session timeout issue on mobile app version EXT-7164. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-7164. User IP: 143.105.227.222,application,High,open
VPN tunnel EXT-9848 status changed to Down,Batch imported ticket for VPN tunnel EXT-9848 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9848. User IP: 62.40.65.148,network,Medium,open
Unusual login activity detected for account EXT-3577,Batch imported ticket for Unusual login activity detected for account EXT-3577. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-3577. User IP: 138.66.202.221,security,Low,in_progress
User session timeout issue on mobile app version EXT-8382,Batch imported ticket for User session timeout issue on mobile app version EXT-8382. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8382. User IP: 219.168.144.215,application,High,open
Postgres slow query optimization needed for EXT-3083,Batch imported ticket for Postgres slow query optimization needed for EXT-3083. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-3083. User IP: 30.246.211.2,database,Critical,open
Server cluster EXT-7509 high CPU usage warning,Batch imported ticket for Server cluster EXT-7509 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-7509. User IP: 36.203.74.232,infrastructure,High,in_progress
Database backup failure for instance EXT-4365 on S3,Batch imported ticket for Database backup failure for instance EXT-4365 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-4365. User IP: 111.7.148.153,database,Low,resolved
EFS mount failure on instance EXT-6549,Batch imported ticket for EFS mount failure on instance EXT-6549. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6549. User IP: 61.139.251.53,storage,Critical,resolved
Password reset requested for executive account EXT-1306,Batch imported ticket for Password reset requested for executive account EXT-1306. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-1306. User IP: 199.29.126.76,access,Critical,resolved
Password reset requested for executive account EXT-1395,Batch imported ticket for Password reset requested for executive account EXT-1395. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-1395. User IP: 29.115.189.20,access,Low,open
Connection pool exhaustion on microservice EXT-9429,Batch imported ticket for Connection pool exhaustion on microservice EXT-9429. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-9429. User IP: 53.103.230.4,database,High,resolved
S3 bucket EXT-8273 access denied for service role,Batch imported ticket for S3 bucket EXT-8273 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8273. User IP: 101.112.54.137,storage,Low,resolved
Connection pool exhaustion on microservice EXT-7595,Batch imported ticket for Connection pool exhaustion on microservice EXT-7595. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-7595. User IP: 219.153.118.152,database,Critical,in_progress
User session timeout issue on mobile app version EXT-7558,Batch imported ticket for User session timeout issue on mobile app version EXT-7558. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-7558. User IP: 59.60.78.146,application,Low,open
Wireless AP EXT-1557 offline in South Wing,Batch imported ticket for Wireless AP EXT-1557 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-1557. User IP: 2.80.68.82,network,Critical,resolved
Server cluster EXT-9104 high CPU usage warning,Batch imported ticket for Server cluster EXT-9104 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-9104. User IP: 69.141.49.191,infrastructure,Critical,in_progress
VPN tunnel EXT-4612 status changed to Down,Batch imported ticket for VPN tunnel EXT-4612 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-4612. User IP: 3.218.115.107,network,Low,in_progress
Unusual login activity detected for account EXT-4231,Batch imported ticket for Unusual login activity detected for account EXT-4231. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-4231. User IP: 223.164.79.181,security,Low,open
Postgres slow query optimization needed for EXT-4489,Batch imported ticket for Postgres slow query optimization needed for EXT-4489. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-4489. User IP: 60.186.223.21,database,Critical,resolved
Unusual login activity detected for account EXT-8330,Batch imported ticket for Unusual login activity detected for account EXT-8330. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-8330. User IP: 136.4.112.248,security,Critical,in_progress
DNS resolution failure for internal host EXT-5700,Batch imported ticket for DNS resolution failure for internal host EXT-5700. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-5700. User IP: 172.114.52.54,network,High,resolved
VPN tunnel EXT-8067 status changed to Down,Batch imported ticket for VPN tunnel EXT-8067 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8067. User IP: 254.86.167.156,network,Low,resolved
DNS resolution failure for internal host EXT-6404,Batch imported ticket for DNS resolution failure for internal host EXT-6404. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6404. User IP: 28.189.198.215,network,High,open
Server cluster EXT-5513 high CPU usage warning,Batch imported ticket for Server cluster EXT-5513 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-5513. User IP: 216.100.219.221,infrastructure,Medium,in_progress
Password reset requested for executive account EXT-8022,Batch imported ticket for Password reset requested for executive account EXT-8022. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8022. User IP: 117.150.253.142,access,High,in_progress
EFS mount failure on instance EXT-2625,Batch imported ticket for EFS mount failure on instance EXT-2625. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-2625. User IP: 149.225.220.6,storage,Medium,in_progress
Load Balancer EXT-9506 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-9506 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-9506. User IP: 83.212.17.149,infrastructure,Low,open
Credential stuffing attempt blocked on IP range EXT-1112.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-1112.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-1112. User IP: 90.212.252.174,security,Critical,open
Role-based access change request for team EXT-2629,Batch imported ticket for Role-based access change request for team EXT-2629. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-2629. User IP: 248.90.91.192,access,Low,in_progress
Load Balancer EXT-8819 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-8819 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-8819. User IP: 81.58.115.213,infrastructure,Critical,in_progress
Server cluster EXT-1146 high CPU usage warning,Batch imported ticket for Server cluster EXT-1146 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-1146. User IP: 150.253.2.134,infrastructure,Critical,in_progress
Unusual login activity detected for account EXT-1772,Batch imported ticket for Unusual login activity detected for account EXT-1772. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-1772. User IP: 142.174.52.130,security,Medium,open
S3 bucket EXT-5121 access denied for service role,Batch imported ticket for S3 bucket EXT-5121 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-5121. User IP: 180.83.178.77,storage,High,in_progress
S3 bucket EXT-6827 access denied for service role,Batch imported ticket for S3 bucket EXT-6827 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6827. User IP: 17.49.195.217,storage,High,resolved
Connection pool exhaustion on microservice EXT-8799,Batch imported ticket for Connection pool exhaustion on microservice EXT-8799. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8799. User IP: 203.239.229.228,database,High,resolved
DNS resolution failure for internal host EXT-8690,Batch imported ticket for DNS resolution failure for internal host EXT-8690. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8690. User IP: 205.248.95.253,network,Low,resolved
Connection pool exhaustion on microservice EXT-5816,Batch imported ticket for Connection pool exhaustion on microservice EXT-5816. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-5816. User IP: 17.1.83.124,database,High,open
User session timeout issue on mobile app version EXT-8045,Batch imported ticket for User session timeout issue on mobile app version EXT-8045. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8045. User IP: 94.129.51.78,application,Low,in_progress
Database backup failure for instance EXT-3573 on S3,Batch imported ticket for Database backup failure for instance EXT-3573 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-3573. User IP: 248.171.66.158,database,Critical,open
Server cluster EXT-4478 high CPU usage warning,Batch imported ticket for Server cluster EXT-4478 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4478. User IP: 80.89.112.198,infrastructure,Medium,resolved
User session timeout issue on mobile app version EXT-2916,Batch imported ticket for User session timeout issue on mobile app version EXT-2916. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2916. User IP: 190.109.167.254,application,Medium,open
VPC Peering connection EXT-3099 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-3099 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-3099. User IP: 137.197.117.47,infrastructure,Medium,open
Wireless AP EXT-6897 offline in South Wing,Batch imported ticket for Wireless AP EXT-6897 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6897. User IP: 218.240.123.144,network,Critical,resolved
Wireless AP EXT-8490 offline in South Wing,Batch imported ticket for Wireless AP EXT-8490 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8490. User IP: 192.253.181.248,network,Critical,resolved
API Latency increased for /v1/products/list - EXT-6430,Batch imported ticket for API Latency increased for /v1/products/list - EXT-6430. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-6430. User IP: 99.152.206.181,application,High,resolved
VPC Peering connection EXT-9745 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-9745 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-9745. User IP: 89.192.45.153,infrastructure,Critical,in_progress
Postgres slow query optimization needed for EXT-8951,Batch imported ticket for Postgres slow query optimization needed for EXT-8951. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8951. User IP: 197.134.187.111,database,Critical,in_progress
VPC Peering connection EXT-6358 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-6358 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-6358. User IP: 211.151.237.148,infrastructure,Critical,resolved
Password reset requested for executive account EXT-5533,Batch imported ticket for Password reset requested for executive account EXT-5533. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-5533. User IP: 55.115.39.168,access,Medium,in_progress
EFS mount failure on instance EXT-8678,Batch imported ticket for EFS mount failure on instance EXT-8678. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8678. User IP: 173.248.18.192,storage,Medium,in_progress
Role-based access change request for team EXT-2249,Batch imported ticket for Role-based access change request for team EXT-2249. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-2249. User IP: 190.136.179.167,access,Critical,resolved
Disk space low (95%) on shared drive EXT-3827,Batch imported ticket for Disk space low (95%) on shared drive EXT-3827. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-3827. User IP: 112.106.183.184,storage,Low,open
Wireless AP EXT-2838 offline in South Wing,Batch imported ticket for Wireless AP EXT-2838 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-2838. User IP: 215.104.38.107,network,High,open
DNS resolution failure for internal host EXT-7005,Batch imported ticket for DNS resolution failure for internal host EXT-7005. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-7005. User IP: 100.18.135.121,network,Medium,in_progress
DNS resolution failure for internal host EXT-9837,Batch imported ticket for DNS resolution failure for internal host EXT-9837. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9837. User IP: 39.222.150.210,network,Medium,open
User session timeout issue on mobile app version EXT-4266,Batch imported ticket for User session timeout issue on mobile app version EXT-4266. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-4266. User IP: 233.173.246.81,application,Medium,resolved
User session timeout issue on mobile app version EXT-4766,Batch imported ticket for User session timeout issue on mobile app version EXT-4766. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-4766. User IP: 255.58.24.56,application,Low,in_progress
VPC Peering connection EXT-6803 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-6803 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-6803. User IP: 30.244.173.107,infrastructure,Medium,in_progress
Role-based access change request for team EXT-1618,Batch imported ticket for Role-based access change request for team EXT-1618. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-1618. User IP: 29.104.112.125,access,Critical,open
Unusual login activity detected for account EXT-9451,Batch imported ticket for Unusual login activity detected for account EXT-9451. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-9451. User IP: 225.20.1.163,security,Critical,in_progress
Postgres slow query optimization needed for EXT-5424,Batch imported ticket for Postgres slow query optimization needed for EXT-5424. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-5424. User IP: 75.95.84.201,database,Critical,open
Connection pool exhaustion on microservice EXT-9003,Batch imported ticket for Connection pool exhaustion on microservice EXT-9003. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-9003. User IP: 104.190.207.219,database,High,resolved
Server cluster EXT-5573 high CPU usage warning,Batch imported ticket for Server cluster EXT-5573 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-5573. User IP: 223.183.126.214,infrastructure,Medium,in_progress
User session timeout issue on mobile app version EXT-7581,Batch imported ticket for User session timeout issue on mobile app version EXT-7581. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-7581. User IP: 192.225.232.68,application,Low,open
Server cluster EXT-8704 high CPU usage warning,Batch imported ticket for Server cluster EXT-8704 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-8704. User IP: 106.142.238.161,infrastructure,Medium,resolved
Payment gateway 500 status on /checkout/EXT-9327,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-9327. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-9327. User IP: 93.25.91.95,application,Medium,open
VPN tunnel EXT-6764 status changed to Down,Batch imported ticket for VPN tunnel EXT-6764 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6764. User IP: 226.240.149.185,network,Low,resolved
Credential stuffing attempt blocked on IP range EXT-6046.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-6046.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-6046. User IP: 91.202.20.96,security,Medium,in_progress
